id,date,title,source,judge,type,outlet,article_hint,search_query
1315,2019.01.29,위례 포레자이는 4억 원짜리 로또 아파트? , 강남만 로또더냐… 北위례가 달아오른다출처: 당첨만 되면 최대 4억 차익… '로또 아파트'는 어디?출처: “당첨되면 로또”… 알짜 분양 쏟아지는 북위례출처: [사진] '로또 아파트' 위례포레자이에 구름 인파출처: 위례포레자이,대체로 사실 아님,SKIP,,,
1314,2019.01.24,"""실현되지 않은 이익은 이해충돌 아니다""", 손혜원 의원의 23일 전남 목포시 기자간담회,대체로 사실 아님,SKIP,,,
1313,2019.01.24,경기 안성시가 내혜홀 광장을 인공기 모양으로 설계했다, 링크(제목없음),전혀 사실 아님,SKIP,,,
1312,2019.01.24,올해 오징어 풍어?, 언론사 자체 문제 제기,대체로 사실,TYPE_C,,,올해 오징어 풍어?
1311,2019.01.23,"""대한애국당이 정당후원금 1등이다"""," 이준석, 박원석 “서영교 아닌 손혜원만 때리는 한국당, 왜?""",전혀 사실 아님,SKIP,,,
1310,2019.01.24,"상속세 때문에 창업주 일가가 회사를 포기한 '눈물의 경영권 매각' 사례, 사실일까? ", 링크(제목없음)출처: [기업족쇄부터 풀어라] 상속세 최고세율 65%에 아예 승계 포기...'100년 기업 꿈' 꺾는다,대체로 사실 아님,SKIP,,,
1309,2019.02.07,중국 미세먼지 오염 개선됐다?, 자체 문제 제기,절반의 사실,SKIP,,,
1308,2019.02.07,중국 미세먼지 한반도와 무관?," 중국 환경부, “서울 미세먼지는 주로 서울서 나온것” / KBS뉴스(News)",대체로 사실 아님,TYPE_B,KBS,,중국 미세먼지 한반도와 무관?
1307,2019.01.23,“홍역은 미세먼지·외노자가 유발한 후진국병”?, 인터넷 커뮤니티 등,전혀 사실 아님,SKIP,,,
1306,2019.01.22,정부 개정안 시행되면 사립유치원 언제든 폐원될 수 있다," 한유총, 유아교육법령 개정안공청회…""사형 기다리는 죄인 심정""",대체로 사실 아님,SKIP,,,
1305,2019.01.22,“회기 중 국외 출장 금지 등 제도적 보완책을 마련해 같은 일(회기 중 결석)이 되풀이되지 않도록 하겠다.”, 2017년 7월 24일 더불어민주당 최고위원회의,대체로 사실 아님,TYPE_D,,,“회기 중 국외 출장 금지 등 제도적 보완책을 마련해 같은 일(회기 중 결석)이 되풀이되지 않도록 하겠다.”
1304,2019.01.22,"""미국 주요 동물단체 대부분이 안락사를 시킨다""?", 동물권단체 케어 / CARE,사실,SKIP,,,
1303,2019.01.22,"""스포츠계 성폭력 대책, 10여년 전과 같다""?", 홍성수,대체로 사실,SKIP,,,
1302,2019.01.21,“손혜원 의원 보도 배후에 SBS와 관련된 태영건설이 있다”, 인터넷 루머,전혀 사실 아님,SKIP,,,
1301,2019.01.21,"""헬기 기총 난사설 주장에 대해 국민들의 오해, 과장, 왜곡이 너무 많다""", 차기환 변호사 트위터,전혀 사실 아님,SKIP,,,
1300,2019.01.18,"""탈원전으로 석탄발전 비중 늘었다""?", 바른미래당 최고위원회의,전혀 사실 아님,TYPE_D,,,"""탈원전으로 석탄발전 비중 늘었다""?"
1299,2019.01.18,"""脫원전-미세먼지 무관""?"," 靑 ""미세먼지, 탈원전과 무관…中과 미세먼지 대책 공동연구""",대체로 사실 아님,SKIP,,,
1298,2019.01.18,"에어팟 실시간 듣기, 도청으로 위법 ?", 다수의 문제제기,대체로 사실,SKIP,,,
1297,2019.01.17,"""현 정부가 화력발전소를 7기나 새로 지어 화력발전소 비중이 증가했다""?", 원내대책위-안전안심365특별위원회 연석회의 발언,대체로 사실,TYPE_D,,,"""현 정부가 화력발전소를 7기나 새로 지어 화력발전소 비중이 증가했다""?"
1296,2019.01.16,"외국에서 대마초 흡연, 한국에서 처벌 가능?", 인터넷 커뮤니티,사실,SKIP,,,
1295,2019.01.16,"""교육부가 직접 필요성을 입증한 법만 남기는 방식으로 교육 규제 완화했다"""," [전문] 청와대로 간 기업인들, 대통령과 무슨 얘기 나눴나?",사실,TYPE_D,,,"""교육부가 직접 필요성을 입증한 법만 남기는 방식으로 교육 규제 완화했다"""
1294,2019.01.16,"""한국 인터넷 속도 세계 30위"""," ""한국 광대역인터넷 속도 세계 30위…14계단 하락""출처: Worldwide Broadband Speed League 2018 | Cable.co.uk",대체로 사실 아님,SKIP,,,
1293,2019.01.16,"국토부의 공시지가 개입, 월권이다?"," 주택 공시價·토지 공시지가…정부 '인상 지침' 논란 확산출처: [단독] 정부, 공시지가 일방적 제시…감평사 시장왜곡출처: 국토부 ""공시價 개입은 정당 권한""… 법조계 ""재량권 넘어선 직권남용""",판단 유보,SKIP,,,
1292,2019.01.16,"임대등록 안 하면, 국세청이 소득확인 불가?", 청와대 국민청원,전혀 사실 아님,TYPE_D,,,"임대등록 안 하면, 국세청이 소득확인 불가?"
1291,2019.01.16,"등록 임대주택, 선택형 세제 혜택 가능?", 청와대 국민청원,전혀 사실 아님,TYPE_D,,,"등록 임대주택, 선택형 세제 혜택 가능?"
1290,2019.01.16,"임대사업자, 평생 1회만 세제 혜택?", 청와대 국민청원,절반의 사실,TYPE_D,,,"임대사업자, 평생 1회만 세제 혜택?"
1289,2019.01.15,"""국회의원 정수 360명으로 늘리면 위헌이다""?"," ""의원정수 300인 이상은 위헌!"" 한국당 어깃장에 정개특위 또 공회전",전혀 사실 아님,SKIP,,,
1288,2019.01.15,"""청년 고용률 크게 개선""?", 대한민국 청와대,절반의 사실,TYPE_D,,,"""청년 고용률 크게 개선""?"
1287,2019.01.15,"""상용직 늘었다""?", 대한민국 청와대,절반의 사실,TYPE_D,,,"""상용직 늘었다""?"
1286,2019.01.15,"""가계소득 높아졌다""?", 대한민국 청와대,절반의 사실,TYPE_D,,,"""가계소득 높아졌다""?"
1285,2019.01.15,"""한국 성장률 최고, 양극화 최악""?", 지난 10일 신년 기자회견,대체로 사실,SKIP,,,
1284,2019.01.15,"""가계 소득이 높아지고 상용직 증가와 청년 고용률 크게 개선""?", 대한민국 청와대,절반의 사실,TYPE_D,,,"""가계 소득이 높아지고 상용직 증가와 청년 고용률 크게 개선""?"
1283,2019.01.15,"“개성공단, 북한보다 우리가 더 큰 이득이다”?", [KBS LIVE] 문재인 대통령 신년 기자회견,대체로 사실,TYPE_B,KBS,,"“개성공단, 북한보다 우리가 더 큰 이득이다”?"
1282,2019.01.14,"""반려동물 사료에 들어가는 산화방지제 BHA는 암발생 가능성을 높인다""", “암 유발한다고!?” 반려견에게 ‘로얄캐닌’ 사료 먹인다면 꼭 알아야 할 진실,대체로 사실 아님,SKIP,,,
1281,2019.01.13,"치료용 대마 의약품 허가, 국내 대마관련 기업 대박?", 증시 이슈,대체로 사실 아님,SKIP,,,
1280,2019.01.11,유튜버 개인계좌로 받는 후원금도 세금 낸다?, 언론사 자체 문제제기,절반의 사실,TYPE_C,,,유튜버 개인계좌로 받는 후원금도 세금 낸다?
1279,2019.01.10,"""장기간에 걸쳐, 기업소득 비중은 높아졌지만 가계소득 비중은 낮아졌다""", [전문]문재인 대통령 신년 기자회견 연설문,사실,TYPE_D,,,"""장기간에 걸쳐, 기업소득 비중은 높아졌지만 가계소득 비중은 낮아졌다"""
1278,2019.01.10,"자소서 대필과 입학 위조, 처벌 가능?", 언론사 자체 문제 제기,절반의 사실,TYPE_C,,,"자소서 대필과 입학 위조, 처벌 가능?"
1277,2019.01.09," ""중앙선관위원회는 법적 요건이 결여된 그런 위원(조해주)을 버젓이 추천하고 있다."" ", 원내대표-중진의원 회의 주요내용[보도자료],대체로 사실 아님,SKIP,,,
1276,2019.01.09,공시가격 현실화 하면 '세금 폭탄'?, 정부의 주택 공시가격 현실화 방침에 따른 부동산 업계의 반응,대체로 사실 아님,SKIP,,,
1275,2019.01.09,미국의 최저임금이 새해 최대 44% 인상됐다, 언론 보도,전혀 사실 아님,SKIP,,,
1274,2019.01.09,"'양심적 병역거부', 국제적으로 오래 통용된 표현이다", [논평] 국방부 ‘종교적 신앙 등에 따른 병역거부자’ 용어 변경 부적절 - 평화군축센터 - 참여연대출처: 링크(제목없음),사실,SKIP,,,
1273,2019.01.08,"일본 기업 자산 압류, 국제사법재판소 제소 가능?", 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,"일본 기업 자산 압류, 국제사법재판소 제소 가능?"
1272,2019.01.08,"""'조만간' 수출 7000억 달러를 달성 가능?""", 기획재정부,대체로 사실 아님,SKIP,,,
1271,2019.01.09,공시지가가 인상되면 세금 폭탄?," 내년도 공시지가 대폭 인상, 단독주택 '세금 폭탄' 우려",대체로 사실 아님,SKIP,,,
1270,2019.01.07,"""2017년 11월 바이백 취소는 국가부채 비율 높이기 위한 것""", 내가 기획재정부를 나온 이유 2,전혀 사실 아님,SKIP,,,
1269,2019.01.07,"""근로자 가구소득이 증가하고 있고, 일자리 지표가 개선되고 있다""", ‘국정 지지율’ 하락세…이낙연 총리에게 듣는다,판단 유보,SKIP,,,
1268,2019.01.04,적자 국채 발행해서 북한을 지원하려 했다, 신재민사건 사람들은 모르는 놀라운 사실 하나 알려줄까? - 주식 갤러리,전혀 사실 아님,SKIP,,,
1267,2019.01.04,"""정부가 40만 불법체류자를 단속하지 않고 방치 중이다""", 이언주,전혀 사실 아님,SKIP,,,
1266,2019.01.04,"“95년 5.18 재판 당시에는 헬기사격이 있었다는 사실이 판명된 바가 없다. 각하는 그 사실을 기반으로 해서 책을 쓴 것이기 때문에, 이 재판의 본질과는 상관이 없다.""", 다 짜놓고 하는 광주 재판 누가 승복하겠는가? - 이순자 여사 뉴스타운TV 단독 인터뷰1 - [뉴스타운TV],전혀 사실 아님,TYPE_D,,,"“95년 5.18 재판 당시에는 헬기사격이 있었다는 사실이 판명된 바가 없다. 각하는 그 사실을 기반으로 해서 책을 쓴 것이기 때문에, 이 재판의 본질과는 상관이 없다."""
1264,2019.01.04,"스페인으로 향하는 난민, 이슬람 난민이다?", 인터넷 커뮤니티 및 SNS,대체로 사실 아님,SKIP,,,
1263,2019.01.03,스페인은 난민 신청을 잘 받아준다?, 인터넷 커뮤니티 및 SNS,전혀 사실 아님,SKIP,,,
1262,2019.01.03,"선거연령 하향, 자유한국당만 반대 중이다", 촛불청소년인권법제정연대 현수막,대체로 사실,SKIP,,,
1261,2019.01.03,"""최저임금 산정위원회에 최저임금 당사자인 소상공인, 자영업자들이 위원으로 들어가 있지 않다.""", [TV홍카콜라 LIVE On-Air] 이벤트 라이브 - 1부,전혀 사실 아님,SKIP,,,
1260,2019.01.02," ""2018년도 소비는 좋았다""", 지난달 31일 문재인 대통령이 여당 지도부를 만난 자리에서 한 말,대체로 사실 아님,TYPE_D,,,"""2018년도 소비는 좋았다"""
1259,2019.01.02,직장 갑질은 법으로 막을 수 있다, 직장내 괴롭힘 처벌한다…'양진호 방지법' 국회 통과,대체로 사실 아님,SKIP,,,
1258,2019.01.02,"기재부 폭로 전직 사무관, 형사책임 진다?", 지난 31일 기획재정부 긴급 브리핑에 대한 문제 제기,절반의 사실,TYPE_D,,,"기재부 폭로 전직 사무관, 형사책임 진다?"
1257,2019.01.01,논문 표절은 3년 지나면 징계할 수 없다?," 표절 판정 서울대 교수, 제보자 '법적 조치' 압박",절반의 사실,SKIP,,,
1256,2018.12.31,"여성폭력방지기본법, '남성혐오' 합법화한다?", 인터넷 커뮤니티,대체로 사실 아님,SKIP,,,
1255,2018.12.31,"""김태우 명예훼손 고소 불가능""?", 입장발표,판단 유보,TYPE_D,,,"""김태우 명예훼손 고소 불가능""?"
1254,2018.12.31,최저임금법 시행령 개정안 수정안이 기업에 과도한 부담이 된다, 1월 1일부터 최저임금 10.9% 급등에 주휴수당까지…'이중폭탄' 터진다,대체로 사실 아님,SKIP,,,
1253,2018.12.31,"""KT 통신재난, 필수설비 공유됐으면 서로 보완할 수 있었다""

", 11월 26일 국회 과학기술정보방송통신위원회 전체회의 발언,대체로 사실,TYPE_D,,,"""KT 통신재난, 필수설비 공유됐으면 서로 보완할 수 있었다"""
1252,2018.12.28,독일 탈원전으로 전기료 폭등?, 다수의 문제제기,대체로 사실,SKIP,,,
1251,2018.12.31,원전 핵폐기물만큼 태양광도 환경 오염 심각?, 다수의 문제제기,전혀 사실 아님,SKIP,,,
1250,2018.12.28,"독일 탈원전, 실패한 정책?", 다수의 문제제기,절반의 사실,SKIP,,,
1249,2018.12.28,스타벅스가 국내 커피 전문점 시장에서 독주하고 있다.," 스타벅스의 독주…이석구가 이뤄낸 3가지 기록 '1조클럽·1000호점·영업익 1000억'출처: 카페베네 기업회생 절차 졸업… 토종들, 스타벅스 독주 막을까출처: 스타벅스, 3년 연속 매출 1조 돌파…커피전문점 독주체제 굳히나",절반의 사실,SKIP,,,
1248,2018.12.27,주휴시간의 포함은 사업주의 부담을 키우고 최저임금법을 위반하는 범법자로 몰고가는 것이다 ?, 다수의 언론 보도,절반의 사실,SKIP,,,
1247,2018.12.27,국회의원들은 <정책연구용역 보고서>와 <정책자료집> 원문을 공개하지 않는다. , 언론사 자체 문제 제기,절반의 사실,TYPE_C,,,국회의원들은 <정책연구용역 보고서>와 <정책자료집> 원문을 공개하지 않는다.
1246,2018.12.27,국회 정책연구용역 보고서 작성자 중에는 가짜 연구자가 있다., 언론사 자체 문제 제기,사실,TYPE_C,,,국회 정책연구용역 보고서 작성자 중에는 가짜 연구자가 있다.
1245,2018.12.31,"""박근혜 정부 때 카풀법안 허용""?", 링크(제목없음),대체로 사실 아님,SKIP,,,
1244,2018.12.26,"""김포공항 직원이 근거 규정 없이 신분증을 꺼내 보여달라고 했다"""," 김정호 의원, 공항 신분증 확인 과정서 직원과 실랑이 구설(종합) | 연합뉴스",전혀 사실 아님,TYPE_B,연합뉴스,,"""김포공항 직원이 근거 규정 없이 신분증을 꺼내 보여달라고 했다"""
1243,2018.12.26,포장일자 대신 ‘산란일자’를 표기하면 30%의 달걀이 반품된다, ‘산란일자 의무화’ 앞두고 양계농가 강력 반발,대체로 사실 아님,SKIP,,,
1242,2018.12.24,"""연동형 비례대표제는 의원 정수를 늘릴 수 있다""?", 자유한국당 비상대책위원회 회의,대체로 사실,TYPE_D,,,"""연동형 비례대표제는 의원 정수를 늘릴 수 있다""?"
1241,2018.12.19,"""숙취해소제는 숙취를 해소한다""?", 인터넷 커뮤니티 등,대체로 사실 아님,SKIP,,,
1240,2018.12.19,"""당적변경으로 상임위원장직을 사퇴한 전례가 없다""



"," ""정보위원장 내놔라""…이학재 탈당 기자회견장 '아수라장' | 연합뉴스",전혀 사실 아님,TYPE_B,연합뉴스,,"""당적변경으로 상임위원장직을 사퇴한 전례가 없다"""
1238,2018.12.19,"포퓰리즘, 좌·우 이념과는 별개다?"," 국회의원 연구단체 '국가혁신을 위한 연구모임' <포퓰리즘 정치현상, 무엇이 문제이고 입법적 제어 방안은 무엇인가?>(2017)",대체로 사실,SKIP,,,
1237,2018.12.20,"북아프리카 통해 온 스페인 난민 급증, 리비아 수용소 때문?", 국회의원 연구단체 '국민인권포럼' <해외 난민 정책 연구사업>(2017),대체로 사실 아님,TYPE_D,,,"북아프리카 통해 온 스페인 난민 급증, 리비아 수용소 때문?"
1236,2018.12.18,'동북아 슈퍼그리드'는 에너지 종속국을 자초하는 사업이다., 자유한국당 지도부회의석상 발언,전혀 사실 아님,SKIP,,,
1234,2018.12.18,전기 민영화하면 요금 인하?, 포스코경영연구원 9월 분석보고서,대체로 사실 아님,SKIP,,,
1233,2018.12.18,"정규직·비정규직 갈등, '임금 차이' 때문이다?", 국회의원 연구단체 '비정규직차별해소포럼' <비정규직 임금차별해소를 위한 연대임금정책 연구>(2017),대체로 사실 아님,TYPE_D,,,"정규직·비정규직 갈등, '임금 차이' 때문이다?"
1232,2018.12.18,"""바른미래당을 탈당한 이학재 의원의 정보위원장직 반납하는 것이 도리다"" 

", 바른미래당,절반의 사실,SKIP,,,
1231,2018.12.18,'초저출산'은 비혼·만혼 때문이다?, 국회의원 연구단체 '대한민국 미래혁신포럼' <초저출산 극복을 위한 인구전담장관 신설에 대한 연구>(2016),절반의 사실,TYPE_D,,,'초저출산'은 비혼·만혼 때문이다?
1230,2018.12.18,국회의원 연구보고서는 표절이 심각하다?, 언론사 자체 문제제기,대체로 사실,TYPE_C,,,국회의원 연구보고서는 표절이 심각하다?
1229,2018.12.19,'미혼모 편견'이 낙태의 원인이다?, 국회의원 연구단체 '국회생명존중포럼' <낙태죄 폐지 논란과 생명존중을 위한 제안>(2017),절반의 사실,TYPE_D,,,'미혼모 편견'이 낙태의 원인이다?
1228,2018.12.17,"KTX사고, 예산·인력 감소 탓?"," 철도노조 ""KTX 탈선은 안전 무시한 철도정책 탈선이 원인"" | 연합뉴스",대체로 사실 아님,TYPE_A,연합뉴스,KTX 탈선은 안전 무시한 철도정책 탈선이 원인,KTX 탈선은 안전 무시한 철도정책 탈선이 원인
1227,2018.12.17,난민소송 변호사 비용은 세금으로 지원된다.," 인터넷 커뮤니티, 난민반대단체의 기자회견 자료",절반의 사실,SKIP,,,
1226,2018.12.14, “수상태양광발전소는 중금속 범벅이다”," ""새만금, 맹독성 호수로 전락할 것""출처: ""저수지 태양광발전소 절대 반대""…고성 도원1리 주민 2차 집회 | 연합뉴스출처: 수상태양광 잇단 고장…중금속 유출·안전사고 우려",전혀 사실 아님,TYPE_A,연합뉴스,"새만금, 맹독성 호수로 전락할 것""출처: ""저수지 태양광발전소 절대 반대","새만금, 맹독성 호수로 전락할 것""출처: ""저수지 태양광발전소 절대 반대"
1225,2018.12.14,“출퇴근시간은 24시간에 걸쳐 폭넓게 분포”," [논평]카카오 카풀 vs 택시 파업, 우버 때의 전철은 안된다",대체로 사실 아님,SKIP,,,
1224,2018.12.13,"지난 11월 21일 전국 14곳에서 전체 조합원 78만여 명 가운데 

16만 명이 하루 총파업에 참여"," 민주노총 오늘 총파업...""16만 명 참가""",절반의 사실,SKIP,,,
1223,2018.12.13,아프가니스탄에서 선교사 229명이 처형된다?, 카카오톡 등 SNS,전혀 사실 아님,SKIP,,,
1222,2018.12.13,"""KTX 사고 발생... 남북 철도 연결 민망한 KTX 수준""", 12월 9일 강릉발 서울행 KTX 사고현장 김현미 국토부 장관 발언,대체로 사실 아님,SKIP,,,
1221,2018.12.12,"""김미화 남북철도추진위원장은 문재인 정부의 화이트리스트다"""," 이언주 ""김제동 연봉 7억· 김미화 남북철도위원장, 이게 화이트리스트""",전혀 사실 아님,SKIP,,,
1220,2018.12.12,"""외국에는 시민이 참여하는 국회의원 보수 산정 위원회가 있다"""," 이정미 ""국회의원 세비 환수 추진…셀프인상 구조 바꿔야"" | 연합뉴스",사실,TYPE_A,연합뉴스,국회의원 세비 환수 추진…셀프인상 구조 바꿔야,국회의원 세비 환수 추진…셀프인상 구조 바꿔야
1219,2018.12.12,"""민주주의 선진국들에선 국회의원 세비를 시민들이 참여하는 보수산정위원회에서 정한다""", CBS 라디오 <김현정의 뉴스쇼> 인터뷰 전문,대체로 사실 아님,TYPE_D,,,"""민주주의 선진국들에선 국회의원 세비를 시민들이 참여하는 보수산정위원회에서 정한다"""
1218,2018.12.12,"""박근혜 전 대통령의 구속 가능 기한은 2019년 2월 16일이다."""," 한국당 의원들 ""박근혜·이명박 재판 불공정…석방후 진행해야"" ",전혀 사실 아님,SKIP,,,
1217,2018.12.11,"""조선족은 강력범죄의 원흉이다""", 인터넷 커뮤니티 등,대체로 사실 아님,SKIP,,,
1216,2018.12.12,"""原電이 멸종위기를 맞았다""? "," ""원전, 생물로 따지면 곧 사라질 '멸종위기종'""",전혀 사실 아님,SKIP,,,
1215,2018.12.10,"""전력 산업 개방하면 국민 편익 상승한다""?"," [2018 국감]이언주 의원 ""전력시장 개방 통해 경쟁체제 도입해야""",절반의 사실,SKIP,,,
1214,2018.12.10,"""당이 공약한 것은 권역별 정당명부 비례대표제다.""", 이해찬 “정부여당 공약 권역별 비례대표제…민주당 안은 없어”,대체로 사실 아님,SKIP,,,
1213,2018.12.10,싱가포르 공교육은 기초과목에 집중한다., 자사 문제 제기,사실,SKIP,,,
1212,2018.12.10,"프랑스 공교육은 국어, 수학 등 기초과목에 집중한다. ", 자사 문제 제기,사실,SKIP,,,
1210,2018.12.10,핀란드에는 사교육이 없다, 자사 문제 제기,전혀 사실 아님,SKIP,,,
1209,2018.12.10,핀란드 공교육은 기초과목에 집중한다, 자사 문제 제기,판단 유보,SKIP,,,
1208,2018.12.10,한국 학생들의 학습 역량이 뛰어나다, 자사 문제 제기,절반의 사실,SKIP,,,
1207,2018.12.07,“사립유치원이 폐업하면 근처 국공립 유치원에 배치”," 유은혜 ""사립유치원 휴·폐원에 학부모 동의 받도록 할 것""",판단 유보,SKIP,,,
1206,2018.12.07,"""많은 선진국, 탈원전하면서 원전 수출""", 4일 홍남기 경제부총리 겸 기획재정부 장관 후보자 인사청문회,절반의 사실,SKIP,,,
1205,2018.12.07,주세법 개정으로 '4캔 1만원' 퇴출?, SNS 온라인 매체,대체로 사실 아님,SKIP,,,
1204,2018.12.07,김정은 때문에 워커힐 호텔·남산타워 예약 안 된다?, “남산·워커힐 봐라” … 청와대 부인에도 김정은 연내 답방 솔솔,대체로 사실 아님,TYPE_D,,,김정은 때문에 워커힐 호텔·남산타워 예약 안 된다?
1203,2018.12.04,출산장려금이 출산율을 높인다?, [e글중심] ‘출산장려금’ 250만원… 국민들은 그거 아니라는데?,절반의 사실,SKIP,,,
1202,2018.12.04,"연예인 빚투, 자식이 무조건 '변제'해야한다?", SNS 온라인 매체,전혀 사실 아님,SKIP,,,
1201,2018.12.04,"""나는 공산당이 좋아요"" 발언, 국가보안법 위반이다?", 인터넷 커뮤니티 및 SNS,대체로 사실 아님,SKIP,,,
1200,2018.12.04,9ㆍ19 군사합의는 북한의 기습도발 가능성을 키워줬다?," 보수층, 예비역 장성 사이의 여론",대체로 사실 아님,SKIP,,,
1199,2018.12.03,한국 공교육은 국·영·수에 편중돼 있다, 언론사 자체 문제제기,대체로 사실 아님,TYPE_C,,,한국 공교육은 국·영·수에 편중돼 있다
1198,2018.12.03,"""민주당 야당 시절,국회선진화법 도입 뒤 매년 예산안 법정기한 지켰다"""," 與 ""깜깜이 밀실예산, 국민이 용납 않는다…심사 최선"" - 머니투데이 뉴스",대체로 사실,TYPE_A,머니투데이,"깜깜이 밀실예산, 국민이 용납 않는다…심사 최선","깜깜이 밀실예산, 국민이 용납 않는다…심사 최선"
1197,2018.12.03,수술실에서 환자가 몰래 녹음·촬영하면 처벌받는다, 다수의 인터넷 커뮤니티,판단 유보,SKIP,,,
1196,2018.11.30,"가정폭력에 의한 여성 사망자, 연간 40만?", SNS 온라인 매체,전혀 사실 아님,SKIP,,,
1195,2018.11.30,"""카드수수료 인하, 일반소비자 혜택 즉각 영향 받지 않을 것"""," 최종구, ""신용카드 혜택 급격하게 줄지 않도록 관리하겠다""출처: 링크(제목없음)",절반의 사실,SKIP,,,
1194,2018.11.30,문재인 대통령과 바비시 체코 총리의 만남은 정상회담이 아니어서 또 한번의 외교참사다?, 다수 언론의 문제 제기,대체로 사실 아님,TYPE_C,,,문재인 대통령과 바비시 체코 총리의 만남은 정상회담이 아니어서 또 한번의 외교참사다?
1193,2018.11.29,서울 집값은 하락 중?, 서울 집값 2주째 하락… 경기·인천은 '풍선효과' 상승,대체로 사실,SKIP,,,
1192,2018.11.29,'5G가 위험 대비에 더 효과적'?," 인터넷 커뮤니티,SNS",사실,SKIP,,,
1190,2018.11.28,'통신 두절되면 의료용 로봇이 오작동'?," 인터넷 커뮤니티,SNS",대체로 사실 아님,SKIP,,,
1189,2018.11.28,'5G가 되면 기지국이 많아져 더 위험'?," 인터넷 커뮤니티,SNS",전혀 사실 아님,SKIP,,,
1188,2018.11.28,'통신 두절되면 자율주행차 충돌'?," 인터넷 커뮤니티,SNS",전혀 사실 아님,SKIP,,,
1187,2018.11.28,"""(선거제도 개편 관련) 민주당 당론은 없다"""," 민주, 선거제 개편 논의 TF 가동…연내 당론 도출 목표 | 연합뉴스",전혀 사실 아님,TYPE_B,연합뉴스,,"""(선거제도 개편 관련) 민주당 당론은 없다"""
1186,2018.11.27,"대만, 문재인 정부 에너지전환정책의 '롤모델'이다", 다수 언론의 보도,대체로 사실 아님,TYPE_C,,,"대만, 문재인 정부 에너지전환정책의 '롤모델'이다"
1185,2018.11.27,'국선대리인 제도' 도입되면 노무사가 특허심판까지 대리할 수 있다., 한국법조인협회,전혀 사실 아님,SKIP,,,
1184,2018.11.27,"고위험 낙인 P2P 파생상품, 정말 위험?", 링크(제목없음),절반의 사실,SKIP,,,
1183,2018.11.27,연동형 비례대표제는 문 대통령의 대선 공약이다?," [기자회견문]이정미 대표, 연동형비례대표제 도입 촉구 정의당·바른미래당·민주평화당 3당 공동 기자회견 모두발언",대체로 사실,TYPE_D,,,연동형 비례대표제는 문 대통령의 대선 공약이다?
1181,2018.11.27,"""전기료 누진제 폭탄, 한국이 유일""?"," 조경태 ""전기요금 폭탄 '주택용 누진제' 폐지해야""",대체로 사실,SKIP,,,
1180,2018.11.27,"""한국 신재생에너지 뒤쳐져 부끄러운 수준""?", 10월 30일 ‘새만금 재생에너지 비전 선포식’,대체로 사실,SKIP,,,
1179,2018.11.27,"탈원전 재앙, 전기료 폭등할 것?"," 홍준표 ""원전 중단, 전기료 폭등 부를 것""출처: [전문]김성태 ""文정권 헛발질에 문워킹처럼 한국경제 뒷걸음질""",대체로 사실 아님,TYPE_A,한국경제,"원전 중단, 전기료 폭등 부를 것""출처: [전문]김성태 ""文정권 헛발질에 문워킹처럼 한국경제 뒷걸음질","원전 중단, 전기료 폭등 부를 것""출처: [전문]김성태 ""文정권 헛발질에 문워킹처럼 한국경제 뒷걸음질"
1178,2018.11.26,"KT 통신두절로 입은 손해, 배상받을 수 있다", 다수 언론의 보도,판단 유보,TYPE_C,,,"KT 통신두절로 입은 손해, 배상받을 수 있다"
1177,2018.11.23,"위안부 합의 파기, 국제법 위반이다?"," 日외상 ""위안부 합의는 국제약속…韓,정권 바뀌어도 지켜야""",대체로 사실 아님,SKIP,,,
1176,2018.11.21,트위터 본사가 본인 계정 여부는 확인해 준다?, [영상] 이정렬 “이재명 억울하다며 트위터 본사에 왜 확인 안하냐”,전혀 사실 아님,SKIP,,,
1175,2018.11.21,우리 법원은 술에 관대하다, 인터넷 커뮤니티와 SNS 등,대체로 사실 아님,SKIP,,,
1174,2018.11.21,"여혐·남혐 발언, 유럽에선 혐오표현으로 처벌받는다

 ", 인터넷 커뮤니티,절반의 사실,SKIP,,,
1173,2018.11.21,"“北, 미사일 폐기약속 안했다”? ", 13일 청와대 정례 브리핑,대체로 사실 아님,TYPE_D,,,"“北, 미사일 폐기약속 안했다”?"
1172,2018.11.20,"서울대입구역 3번 출구 에스컬레이터 느린 이유, 사고 때문?", 인터넷,전혀 사실 아님,SKIP,,,
1171,2018.11.20,"한국 남성, 2명 중 1명은 성매매 경험?", 한국여성정책연구원 2010년 성매매 실태조사,전혀 사실 아님,SKIP,,,
1170,2018.11.20,"""현역의 2배인 36개월 대체복무는 징벌적이다"""," '36개월 대체복무안, 양심적 병역거부자에 대한 또다른 처벌'",대체로 사실 아님,SKIP,,,
1169,2018.11.20,법이 개정되면 사립유치원의 기본권이 침해된다, 한국유치원총연합회가 11월 9일 국회에 돌린 의견서,전혀 사실 아님,SKIP,,,
1168,2018.11.20,"""숙명여고 쌍둥이 딸의 아빠가 얼마 전 사퇴한 김상곤 전 사회부총리 겸 교육부 장관의 딸 담임이었다"""," 다수 언론 보도, SNS 등",전혀 사실 아님,TYPE_C,,,"""숙명여고 쌍둥이 딸의 아빠가 얼마 전 사퇴한 김상곤 전 사회부총리 겸 교육부 장관의 딸 담임이었다"""
